3.46454  9.05403  1.58861  0
6.44265  -0.274563  -0.517707  4
7.19999  5.19222  -1.91375  0
5.50573  -6.94332  1.59335  4
-0.659911  8.93546  -4.10676  0
7.18453  -2.0345  4.8971  4
-4.43582  -1.97113  8.52083  0
7.47177  -0.741924  -0.995946  4
8.63736  -0.132179  -4.58585  0
-8.314  1.67314  1.36889  4
6.36452  0.222173  -7.39356  0
0.0580876  7.99391  7.0266  4
4.24224  0.882594  -4.79886  0
-3.77555  -1.11058  8.2102  4
2.09168  -4.0111  -8.68595  0
8.1928  0.991361  -2.56513  4
-1.76637  -8.46512  2.25908  0
0.563686  2.65393  2.41603  4
0.398229  6.24496  -0.847961  0
-0.870843  -4.27562  1.06461  4
9.59521  -0.749864  1.4399  0
-2.73359  4.1496  1.50464  4
-5.92061  7.83613  0.735285  0
5.88041  -4.15075  2.33626  4
-6.3633  4.40161  -6.00576  0
-6.88915  -2.69503  -0.733945  4
2.60595  3.92129  5.07628  0
4.29277  1.83244  5.50689  4
6.06986  -4.29285  -1.49991  0
-4.7606  0.514122  -2.64179  4
1.24955  -2.55426  -1.96636  0
-8.52366  1.97357  -1.58975  4
-4.34295  2.74562  8.3273  0
4.25537  1.68016  -2.71897  4
-4.10007  8.56326  -2.52786  0
-5.3912  -1.42343  -0.0446445  4
3.87678  -3.86922  8.16091  0
-1.37995  -1.34953  -5.15075  4
-6.17502  4.60431  6.01242  0
2.04385  -1.53958  -9.04316  4
1.98912  7.59085  -4.24877  0
6.74819  1.94801  1.33333  4
-0.987386  -6.0106  -4.8274  0
2.7253  -2.73758  2.78718  4
0.11993  9.86613  0.133074  0
2.09336  -1.31622  3.19572  4
-3.67412  -4.6735  -7.78483  0
4.22049  -8.13883  1.61057  4
-3.0856  3.83994  5.49328  0
4.85171  -1.36389  8.03522  4
1.01454  -9.09808  3.32335  0
-4.2972  3.13314  -4.6446  4
-0.595143  -5.86294  5.28508  0
-0.101411  6.55286  -6.21306  4
6.78237  6.8423  -1.30501  0
-0.938635  -5.24402  -6.93856  4
-1.65248  5.85426  7.70469  0
-4.16088  -5.89297  1.88535  4
9.49871  -2.61598  -0.498255  0
-1.09836  -1.44653  8.55719  4
-3.26705  3.7845  8.53371  0
-1.20367  3.53944  -3.15238  4
3.43946  1.27474  1.48114  0
1.79409  0.326579  -8.1121  4
6.04114  -1.31378  2.15866  0
-1.14875  -2.45206  7.85849  4
-5.85174  5.32301  -5.90654  0
4.80645  -1.50948  -3.64264  4
0.982087  -7.65021  1.55066  0
0.489203  0.45322  5.81956  4
8.93572  -3.94911  0.41552  0
-4.73953  -4.02869  1.94691  4
3.74229  8.90011  -1.69346  0
2.47929  0.51818  8.17021  4
0.782554  7.10834  6.57517  0
-0.309291  -3.56617  3.20205  4
-5.47552  2.70734  -2.43045  0
-3.63916  2.00384  6.22956  4
6.20722  3.2933  -6.88815  0
7.14107  -1.52773  -4.68284  4
-5.67379  6.57179  -4.71256  0
-3.07896  -2.18692  7.47283  4
5.53009  -2.85287  7.04187  0
-1.47643  1.86932  -5.95677  4
-0.92447  -3.26314  7.13686  0
-7.03687  -0.701475  -5.84796  4
6.30194  1.44899  7.28748  0
-6.10573  2.81942  2.60413  4
0.0294666  -1.09863  -2.43562  0
-0.214479  -0.246923  -5.86255  4
-4.27666  2.09398  -4.11297  0
-1.41006  -1.85216  0.923188  4
-4.37201  -7.28853  4.96281  0
2.73051  -9.01346  1.16389  4
5.01503  -7.25766  -4.31829  0
-6.14974  6.32852  -0.824117  4
2.87039  6.57447  -6.79292  0
-6.16029  4.54538  -1.11983  4
-8.10477  -4.23738  0.0725286  0
5.11796  3.73184  4.05459  4
-1.47913  -3.0916  4.24228  0
0.120135  -1.59914  7.77224  4
