8.26278  -2.78105  3.83145  0
-5.52253  -2.49655  -1.35882  4
-1.11664  -5.2409  1.83645  0
5.34522  6.30901  4.83772  4
2.66384  6.24206  1.71566  0
8.0806  -4.76675  -2.45227  4
-0.338779  -4.62643  -7.84107  0
0.782709  -2.05365  -0.292593  4
-8.26365  -2.19084  -2.42223  0
-5.5853  -2.09581  4.69029  4
-5.12085  -5.05467  1.82268  0
4.11042  -1.05944  8.20345  4
7.25864  -3.00547  -2.96435  0
-0.990679  -6.32011  -6.35766  4
6.76006  -1.75053  -0.674181  0
-5.08091  8.25709  -1.35402  4
-2.29589  4.54703  -2.29654  0
-1.39917  -8.28929  -2.48311  4
2.57486  4.42967  -1.14682  0
-2.44571  -3.60646  -6.63232  4
-7.32447  0.197415  -5.16182  0
8.49314  -3.14761  -4.37002  4
-8.56497  -2.59616  -2.47896  0
7.94537  3.2711  0.13515  4
7.18279  -3.00731  -1.51025  0
-5.71153  -6.78037  2.2706  4
3.87024  5.27382  5.705  0
-3.6857  -8.46946  1.2738  4
-6.03363  -4.01674  5.26244  0
-2.53435  -5.20875  4.36095  4
0.917998  2.12803  0.47394  0
-5.12741  0.994634  -6.94931  4
-0.62095  -0.118233  0.399506  0
4.44493  -2.12753  -2.62188  4
4.86029  -1.5716  -6.43065  0
1.56001  -3.93118  6.58304  4
0.665973  -8.01622  3.19664  0
4.77593  2.88963  -0.957562  4
4.44525  4.20256  4.27338  0
1.39617  7.70901  4.99172  4
6.46441  3.33499  -4.88147  0
6.8745  -2.85254  1.95015  4
2.43685  3.98276  7.52492  0
7.82471  4.93186  -2.49131  4
8.00905  2.66811  -3.4954  0
-1.07825  1.54387  -4.08987  4
-4.43138  2.55562  0.965942  0
2.81158  7.74742  3.07571  4
-2.16026  -1.96056  5.90682  0
5.72977  0.751756  5.08399  4
-5.94189  7.16967  2.89982  0
6.18344  2.0054  -6.55788  4
1.73238  -0.386346  -6.85113  0
2.43488  0.756071  -1.29199  4
1.04202  1.16087  2.02544  0
3.45258  -2.43754  -7.4314  4
1.08246  9.80671  2.27872  0
3.59976  -7.71524  -1.32507  4
