0.154753  4.57925  3.63921  0
6.11098  -1.26362  -1.51129  4
1.04618  2.20054  -9.48369  0
2.18397  -7.45981  -5.57647  4
-2.71496  7.01861  -5.98964  0
0.718844  -3.8748  3.2934  4
-9.07176  2.09892  2.55275  0
7.94445  0.955812  -1.3455  4
7.35053  -0.67154  -5.28667  0
-3.89052  7.06822  1.46548  4
7.49504  5.36816  -3.35392  0
-0.106331  7.20578  7.82283  4
4.20594  0.767249  -8.58733  0
-1.06019  -1.19557  6.23663  4
6.80735  -4.34866  -5.50605  0
5.30149  0.99702  -5.62523  4
-1.24155  -4.44362  -2.21506  0
0.595681  -0.0378894  6.19272  4
-0.669139  5.85414  -3.441  0
-9.12393  -0.598679  -1.11831  4
9.80131  -0.291496  0.935929  0
-8.01976  0.758835  3.40345  4
1.06071  9.24009  3.23866  0
-2.03879  0.548026  6.80727  4
-9.29988  2.46953  -2.04274  0
3.36212  2.30982  4.16429  4
1.81329  4.1234  6.70352  0
7.5719  4.89633  0.569643  4
5.83121  -5.417  -4.26159  0
-1.77353  1.78657  -5.12373  4
7.37599  2.8893  -5.77638  0
-3.64951  -1.70586  0.18177  4
-2.11858  2.47633  9.19441  0
5.65438  0.109216  -0.114013  4
-5.75368  7.42988  -2.9166  0
-7.21676  4.3911  -1.93157  4
0.271357  -5.16111  8.37422  0
-7.33944  0.0427503  0.170124  4
-7.32367  3.05297  5.86808  0
-1.17131  -1.33268  -7.79547  4
1.94524  7.23043  -6.43088  0
5.84493  -1.34891  1.68897  4
-6.34996  1.42493  -6.97761  0
2.67484  0.984827  1.49833  4
-3.23947  9.1738  1.44959  0
-1.07259  -0.523265  1.95143  4
-3.14237  -8.86057  -2.62854  0
1.0471  1.89077  3.64337  4
-5.00991  6.96225  4.83867  0
1.18124  -8.91604  -2.92046  4
3.48788  0.580222  4.16495  0
-7.27478  1.04982  0.956027  4
6.76648  -3.77091  5.97524  0
0.591034  0.659937  -5.9299  4
5.87294  7.8801  -0.338739  0
-4.82434  -3.7561  -1.47239  4
-1.57109  8.74701  3.85541  0
1.45913  -6.64452  -2.0334  4
8.94729  1.54907  -3.62752  0
-1.57058  -5.82669  5.02442  4
