0.270553  5.58387  4.54439  0
7.43529  0.379398  -0.752658  4
-1.0351  2.90311  -9.28519  0
1.29843  -4.75896  -3.6355  4
-2.23979  6.22046  -7.2408  0
4.00087  -2.03856  0.529855  4
-9.35056  1.90889  2.34014  0
8.54009  -0.732628  2.24265  4
8.95756  -0.565213  -4.01877  0
-7.50351  5.87264  -0.215606  4
5.6792  6.15164  -5.16314  0
0.354956  6.44585  8.45832  4
4.81423  0.784348  -8.53225  0
-0.34565  0.255412  8.07032  4
4.33878  -5.63837  -6.74112  0
7.04675  -0.776555  -4.83609  4
-0.995046  -5.43797  0.48484  0
-0.420294  4.0844  7.28683  4
0.0408712  6.51073  -0.754058  0
-8.25195  1.69391  -0.606655  4
9.67185  -0.421009  1.68875  0
-3.74272  3.63742  2.54967  4
-0.609342  9.08549  3.68279  0
0.0697537  -0.208487  5.72153  4
-9.36057  0.872425  -2.96139  0
2.86447  -0.044416  3.107  4
-2.33779  2.79541  2.91679  0
8.98296  1.19617  0.1647  4
5.76001  -6.69388  -4.37233  0
-1.77238  -2.10998  -6.78178  4
5.96578  3.7302  -6.75046  0
-4.13204  1.35727  2.35417  4
-1.93568  -1.12871  9.56406  0
7.0813  0.13472  -3.69821  4
-4.61132  8.5792  -1.41361  0
-6.44221  4.35526  -3.11719  4
2.05623  -5.21796  8.10776  0
-7.24983  -1.78405  4.11986  4
-7.23677  4.71017  4.68662  0
1.98428  -1.41955  -9.18313  4
1.48314  8.65422  -4.28459  0
8.7659  0.0254258  0.834034  4
-7.35116  0.189352  -6.50992  0
2.96205  1.07415  1.57272  4
-2.60409  8.75614  2.1639  0
-0.456238  0.950911  1.78317  4
-4.3726  -8.29248  -3.0092  0
1.04295  -0.159266  3.1954  4
-3.51511  6.95134  5.93793  0
-0.589056  -7.46772  -0.326214  4
3.15211  -0.946854  5.24216  0
-6.40713  4.64123  3.76942  4
6.34009  -4.11903  3.42289  0
0.692672  1.29105  -6.80156  4
3.30536  6.35357  1.20908  0
-4.84271  -5.269  -0.630425  4
-1.07439  7.6791  6.04857  0
-0.845703  -2.85615  -0.42886  4
8.1929  -0.519564  -3.49004  0
-1.7402  -4.77893  7.30706  4
-5.41634  2.31631  7.86815  0
0.750674  2.86919  -5.80246  4
-4.45687  6.3587  4.83524  0
1.52513  5.14352  -3.40594  4
4.11711  1.87664  -0.144867  0
-1.90494  1.40418  7.02767  4
-4.85164  6.07446  -6.02835  0
-1.68018  -3.92198  -3.60474  4
0.573004  -8.27751  5.22422  0
-5.13014  -0.385867  2.97843  4
4.28575  3.3648  -2.93052  0
1.686  -2.48163  6.67971  4
8.5215  4.59893  -1.29495  0
2.88607  5.98217  1.31486  4
0.535328  8.76058  4.41329  0
1.98877  -4.14774  7.98164  4
-8.0392  -3.99545  3.92717  0
-2.71701  7.68453  5.00255  4
6.56066  1.43508  -4.85822  0
5.46436  -1.19169  0.308539  4
-6.59704  6.65141  -3.07128  0
-5.21029  -2.36997  5.87337  4
8.53511  -0.390372  4.74378  0
1.67827  -2.2973  -4.68786  4
-8.88045  -2.90383  1.8338  0
-4.88297  0.476475  -2.25973  4
4.11278  -3.5614  6.698  0
-5.62128  3.40111  4.13621  4
3.68491  -2.3157  -2.41109  0
-0.798751  3.57646  -1.68915  4
-8.39436  -2.13719  -4.64579  0
0.0357009  2.53557  2.87999  4
-4.06508  -3.99551  1.45976  0
6.09873  -0.977316  -4.97565  4
0.0279771  -7.24852  -6.59849  0
-2.14464  2.7323  6.11316  4
1.88384  5.59329  -7.87334  0
-2.6486  3.08852  -7.73391  4
-7.91435  -5.30439  2.38497  0
6.07813  -1.55657  -1.6241  4
-2.62181  2.20029  9.23681  0
-1.22634  -2.83443  8.28736  4
5.56848  -7.74896  -2.31885  0
6.02442  -4.91518  1.3698  4
-8.13557  5.50404  0.070749  0
